Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
3312	-61.23558	-77.05825	15.82267	0.0160984	5.49854e-05	0.090495	0.0859532	0.00674783	0.032571	0.0177467	0.00802448	0.00315459	0.155969	0.0699865	0.0191698	0.162136	0.194697	0.050509	0.0562911	0.0422938	0.03439753	0.01749974	0.88408	0.941681	0.981428	1.01892	1.06193	1.13112	0.08908785	0.0159091	5.43389e-05	0.0894309	0.0849425	0.00666848	0.032188	0.017538	0.00793012	0.0031175	0.154135	0.0691635	0.0189444	0.16023	0.192408	0.0499151	0.0556291	0.0417965	1.438698	0.982801	0.0171988	1.011899
3348	-63.98801	-76.75236	12.76434	0.0061671	5.74997e-05	0.042838	0.067604	0.0324317	0.025047	0.00975307	0.0056702	0.00328186	0.0620719	0.0172603	0.0292141	0.0806041	0.016994	0.00497988	0.019077	0.00624406	1.506671	3.054089	0.776238	0.883793	0.962193	1.03929	1.13149	1.28826	0.1831501	0.0143656	0.00013394	0.0997868	0.157477	0.0755464	0.0583444	0.0227188	0.0132081	0.00764475	0.14459	0.0402061	0.0680511	0.187759	0.0395857	0.0116001	0.0444379	0.0145449	0.862068	0.246665	0.753335	0.4292959
3384	-64.12337	-77.22266	13.09929	0.00101292	0.00843661	0.00399002	0.0576802	0.0260477	0.0103004	0.00268136	0.00583934	0.00118365	0.0301379	0.0472983	0.00428945	0.0587206	0.00912098	0.0294172	0.0589139	0.0300933	0.9150662	0.8434305	0.173397	0.425479	0.765979	1.30552	2.35029	5.76713	1.266943	0.00262985	0.0219039	0.0103593	0.149755	0.0676275	0.026743	0.0069616	0.0151607	0.00307311	0.0782469	0.1228	0.0111367	0.152456	0.0236808	0.0763759	0.152958	0.0781311	1.02756	0.542467	0.457533	0.3851638
3420	-64.51448	-79.61495	15.10048	0.0269959	0.0197121	0.00934112	0.0154706	0.0246476	0.0441026	0.0462716	0.0200801	0.0116364	0.0719147	0.0580202	0.0108769	0.102712	0.0318038	0.126229	0.231708	0.0324301	0.2598379	0.1493182	0.589697	0.772921	0.922784	1.08368	1.29379	1.69579	0.3818865	0.03054	0.0223	0.0105674	0.0175016	0.0278834	0.0498925	0.0523462	0.0227162	0.0131641	0.0813559	0.0656373	0.0123048	0.116197	0.0359791	0.1428	0.262127	0.0366877	1.305032	0.870081	0.129919	0.8839523
3456	-67.79043	-82.07194	14.28151	0.0166504	0.00894505	0.0088196	0.13191	0.0169104	0.0264942	0.0152288	0.00080626	0.0259357	0.0180311	0.0250641	0.03014	0.0459314	0.0209286	0.0461014	0.0824677	0.01799	0.5898807	0.4183197	0.367865	0.614023	0.858851	1.16435	1.6286	2.71839	0.7230981	0.0309283	0.0166155	0.0163825	0.245025	0.0314112	0.0492132	0.0282876	0.00149764	0.0481758	0.033493	0.0465568	0.0559854	0.085318	0.0388751	0.0856338	0.153185	0.0334167	1.14878	0.70506	0.29494	0.5383551
3492	-62.92499	-77.65508	14.7301	0.103877	0.0697951	0.103097	0.0252515	0.0111265	0.00543394	0.00863972	0.0147998	0.00131222	0.000731621	0.256214	0.197719	0.000240699	0.104951	0.166709	0.077901	0.0687498	0.003626921	0.001816755	0.670165	0.822675	0.94092	1.06279	1.21555	1.49217	0.2893945	0.0853865	0.0573714	0.0847458	0.0207566	0.00914595	0.00446669	0.00710183	0.0121654	0.00107864	0.000601391	0.210607	0.162524	0.000197854	0.0862693	0.137035	0.0640344	0.0565121	1.459096	0.998187	0.00181346	1.216549
3528	-64.59769	-79.62943	15.03174	0.0174754	0.012652	0.0145967	0.075992	0.0423434	0.0119439	0.00631028	0.0049181	0.00113173	0.001606	0.0341722	0.0608072	0.0319629	0.0649937	0.0578451	0.0255326	0.0476693	0.3726343	0.2289801	0.574062	0.762858	0.919019	1.08812	1.31086	1.74197	0.4013164	0.0341348	0.0247133	0.0285118	0.148436	0.0827096	0.0233301	0.0123259	0.00960655	0.00221061	0.00313702	0.0667488	0.118775	0.0624334	0.126953	0.112989	0.0498729	0.0931128	1.247062	0.813683	0.186317	0.5119526
3564	-63.50166	-78.98213	15.48047	0.0134477	0.0220111	0.0869577	0.0758842	0.0332877	0.0647329	0.000660414	0.0207437	0.0336055	0.126911	0.139809	0.0970155	0.225178	0.014123	0.0252688	0.0528778	0.141109	0.07231724	0.03751511	0.766684	0.87847	0.960382	1.04125	1.13834	1.30432	0.1921052	0.0114583	0.0187548	0.0740934	0.0646581	0.0283632	0.0551564	0.000562714	0.0176749	0.028634	0.108136	0.119126	0.0826632	0.191866	0.0120337	0.0215306	0.0450552	0.120234	1.414332	0.963841	0.0361586	1.173623
3600	-60.22225	-76.33177	16.10952	0.00346087	0.0075864	0.0370012	0.149992	0.00394124	0.00179625	0.0128995	0.0308732	0.00186583	0.0416269	0.181834	0.0692441	0.0207031	0.00648011	0.0236848	0.13531	0.023112	0.05545159	0.02851644	0.998148	0.999097	0.999718	1.00028	1.0009	1.00186	0.001340064	0.00460582	0.0100962	0.0492422	0.199614	0.00524511	0.0023905	0.017167	0.0410869	0.00248309	0.0553982	0.24199	0.0921519	0.0275522	0.0086239	0.0315204	0.180075	0.0307581	1.425067	0.972274	0.0277258	0.7514126
3636	-61.75541	-77.37764	15.62222	0.0872482	0.0394406	0.0271061	0.177552	0.0377229	0.00136697	0.0111555	0.0270898	0.000273262	0.154785	0.0358853	0.017005	0.108708	0.0038127	0.0454789	0.17617	0.0426802	0.1271307	0.0678802	0.878393	0.938722	0.980465	1.01992	1.06528	1.13844	0.09375372	0.0878208	0.0396995	0.027284	0.178717	0.0379705	0.00137594	0.0112288	0.0272675	0.000275056	0.155801	0.0361208	0.0171166	0.109421	0.00383772	0.0457773	0.177326	0.0429603	1.380535	0.936435	0.0635654	0.9934804
3672	-67.70707	-83.20357	15.49649	0.0124312	0.0461516	0.00652025	0.0796714	0.0613452	0.182627	0.00402852	0.0195007	0.0878361	0.0465734	0.106114	0.0540319	0.154467	0.000622507	0.026302	0.0354825	0.0567576	0.1138262	0.06034768	0.689221	0.834002	0.944943	1.05827	1.19904	1.45091	0.2691215	0.012679	0.0470712	0.00665017	0.0812589	0.0625675	0.186266	0.00410879	0.0198892	0.0895863	0.0475015	0.108229	0.0551085	0.157545	0.000634911	0.0268261	0.0361896	0.0578886	1.388589	0.943087	0.0569131	0.9804634
3708	-63.9037	-79.08002	15.17631	0.0125247	0.00167831	0.0283511	0.0333642	0.0506858	0.0158488	0.0042007	0.01237	0.0138432	0.0181759	0.0619944	0.0269983	0.0220016	0.0262664	0.0175159	0.0185218	0.00554782	0.347095	0.2099909	0.688798	0.833752	0.944855	1.05836	1.1994	1.45181	0.2695656	0.0338606	0.00453733	0.0766477	0.0902006	0.13703	0.0428475	0.0113567	0.0334424	0.0374252	0.0491389	0.167603	0.0729904	0.0594817	0.0710115	0.0473544	0.0500739	0.0149986	1.259732	0.826452	0.173548	0.3698887
3744	-67.15359	-82.23791	15.08432	0.00151825	0.00410892	0.021818	0.0725441	0.0286915	0.0242489	0.0272075	0.00496689	0.00198967	0.0965228	0.0139326	0.0373804	0.149327	0.0693514	0.0379046	0.067625	0.0282028	0.1327187	0.07107592	0.304317	0.55978	0.834422	1.19843	1.78642	3.28604	0.8602235	0.00220888	0.005978	0.0317426	0.105543	0.0417427	0.0352794	0.0395838	0.00722624	0.00289474	0.140429	0.0202703	0.0543842	0.217253	0.100898	0.0551468	0.0983865	0.0410319	1.37718	0.933641	0.0663594	0.6873401
3780	-60.75706	-75.86541	15.10834	0.000317009	0.00740094	0.077261	0.0624746	0.0589982	0.0127472	0.0156504	9.22432e-05	0.0182218	0.0204965	0.117664	0.0221882	0.16885	0.0187127	0.0715312	0.0190672	0.0590633	0.2922461	0.171129	0.572524	0.76186	0.918644	1.08856	1.31258	1.74665	0.4032565	0.000422264	0.00985825	0.102914	0.0832178	0.0785871	0.0169796	0.0208467	0.00012287	0.0242719	0.0273019	0.156731	0.0295553	0.224912	0.0249259	0.0952814	0.025398	0.0786739	1.287832	0.853877	0.146123	0.750736
3816	-65.64344	-81.28125	15.63781	0.0321145	0.0665376	0.0335431	0.0169378	0.0688388	0.00356372	0.0202066	0.00064352	0.0471054	0.0350903	0.02584	0.0225771	0.0412949	0.0166875	0.0542075	0.0539421	0.0983878	0.1445629	0.07791314	0.66138	0.817398	0.939033	1.06493	1.22339	1.51199	0.2989362	0.0503742	0.10437	0.0526152	0.0265683	0.107979	0.00558998	0.0316958	0.00100941	0.0738887	0.055042	0.0405321	0.0354141	0.0647745	0.0261757	0.085029	0.0846127	0.154329	1.370122	0.927719	0.0722815	0.6375183
3852	-70.2756	-83.21357	12.93797	0.0294143	0.0237296	0.0149112	0.0508922	0.012533	0.00227386	0.00451701	0.000325696	0.00723761	0.0112823	0.0254997	0.00894618	0.0262976	0.0140009	0.0064974	0.000582991	0.0391106	1.141425	1.329442	0.306493	0.561728	0.835327	1.19714	1.78022	3.26272	0.8550736	0.105787	0.0853422	0.0536275	0.183031	0.0450742	0.00817784	0.0162452	0.00117135	0.0260297	0.0405764	0.0917082	0.0321745	0.0945781	0.0503535	0.0233676	0.0020967	0.140659	0.9572487	0.429287	0.570713	0.2780521
3888	-70.78839	-83.0228	12.23441	0.0182298	0.00302415	0.00835345	0.0460569	0.00957752	0.00163329	0.0123958	0.00101137	0.00779055	0.0209696	0.00209314	0.0058149	0.00278559	0.00550465	0.0278468	0.0157184	0.0264821	1.230303	1.598424	0.183319	0.437184	0.772492	1.29451	2.28737	5.45498	1.226707	0.0846763	0.014047	0.0388013	0.213932	0.044487	0.00758656	0.0575776	0.00469774	0.0361867	0.0974024	0.00972252	0.0270099	0.0129389	0.0255688	0.129347	0.0730111	0.123008	0.9322035	0.384849	0.615151	0.2152879
3924	-65.19818	-80.58219	15.38402	0.00413709	0.0205791	0.0434439	0.0531038	0.0544845	0.0159346	0.00960448	0.0279985	0.0026373	0.116554	0.0503872	0.0293144	0.0145786	0.147436	0.00978315	0.0534326	0.0463252	0.1678964	0.09164134	0.529764	0.733558	0.907858	1.10149	1.36322	1.88763	0.4593829	0.00591238	0.0294099	0.0620862	0.0758913	0.0778645	0.0227724	0.0137259	0.040013	0.003769	0.166569	0.0720091	0.0418935	0.0208344	0.210703	0.0139812	0.0763612	0.066204	1.356428	0.916052	0.0839482	0.6997343
3960	-66.69386	-80.48573	13.79188	0.0364012	0.0141255	0.0368739	0.119671	0.0146255	0.0712083	0.00847864	0.0471392	0.0525574	0.061855	0.12333	0.0184692	0.0213363	0.0390756	0.0353723	0.0529908	0.0718065	1.069165	1.148608	0.814298	0.904667	0.969227	1.03175	1.10538	1.22805	0.1485389	0.0441058	0.0171152	0.0446785	0.145	0.017721	0.0862799	0.0102732	0.0571166	0.0636815	0.074947	0.149434	0.0223783	0.0258522	0.0473462	0.0428591	0.0642066	0.0870048	0.9786254	0.465418	0.534582	0.8253166
3996	-64.11791	-77.9614	13.8435	0.0019994	0.00661639	0.0835895	0.109995	0.0472991	0.0121214	0.0365831	0.0208592	0.0330006	0.131128	0.196859	0.00186947	0.0626329	0.0527381	0.0102035	0.119263	0.0201445	1.055847	1.118301	0.974394	0.987429	0.996061	1.00395	1.01273	1.02628	0.01875613	0.00211152	0.00698741	0.0882768	0.116163	0.0499514	0.0128011	0.0386345	0.0220289	0.0348511	0.138481	0.207898	0.0019743	0.0661451	0.0556954	0.0107756	0.125951	0.0212741	0.9826697	0.472077	0.527923	0.9469023
4032	-62.78801	-77.0899	14.30189	0.0313609	0.0136378	0.00887086	0.0639892	0.0270582	0.0157982	0.0209851	0.00188405	0.00228621	0.0999347	0.103618	0.0372017	0.0492186	0.00506616	0.00096543	0.0178208	0.0940191	0.7788836	0.6378455	0.626862	0.796306	0.931406	1.07365	1.2558	1.59525	0.3376945	0.0528214	0.0229704	0.0149413	0.107778	0.0455743	0.0266091	0.0353454	0.00317332	0.00385069	0.168321	0.174524	0.0626593	0.0828994	0.00853299	0.00162608	0.0300158	0.158357	1.075068	0.610558	0.389442	0.5937147
4068	-64.72082	-79.77939	15.05858	0.13412	0.00633466	0.0121973	0.234957	0.00374264	0.0196868	0.00263163	0.0764907	0.116817	0.0323514	0.161008	0.0506974	0.0390405	0.105936	0.395319	0.02504	0.0496054	0.1169081	0.06208306	0.835778	0.916228	0.973074	1.02767	1.09143	1.19649	0.1297131	0.0914889	0.00432112	0.00832026	0.160274	0.002553	0.0134292	0.00179514	0.0521774	0.0796852	0.0220682	0.10983	0.0345827	0.0266311	0.0722628	0.269663	0.0170808	0.0338378	1.386715	0.941546	0.0584541	1.465975
4104	-64.14717	-79.95633	15.80916	0.00713742	0.0268355	0.0310556	0.0581447	0.0560685	0.025181	0.083016	0.00411025	0.00146645	0.0240378	0.105306	0.0440181	0.0250045	0.076112	0.0282113	0.0612509	0.0173744	0.05426628	0.02788988	0.616258	0.789708	0.928991	1.07644	1.26629	1.6227	0.3500304	0.0105845	0.0397958	0.046054	0.0862259	0.0831469	0.0373423	0.123109	0.00609531	0.00217468	0.0356469	0.156163	0.0652767	0.0370805	0.11287	0.0418361	0.0908322	0.0257654	1.425827	0.972867	0.0271331	0.6743301
4140	-65.01246	-79.22356	14.2111	0.128944	0.00424251	0.0589621	0.143963	0.0347471	0.0106434	0.00882941	0.0039278	0.00653846	0.0205389	0.194651	0.0321311	0.0186641	0.0455076	0.0249702	0.041561	0.156555	0.8165427	0.6899638	0.836334	0.916525	0.973172	1.02757	1.09108	1.19569	0.1292321	0.137853	0.00453562	0.0630356	0.153909	0.0371477	0.0113788	0.00943942	0.00419916	0.00699019	0.0219579	0.208099	0.034351	0.0199535	0.0486516	0.0266954	0.0444323	0.167371	1.061497	0.591729	0.408271	0.9353766
4176	-66.10859	-81.61002	15.50144	0.0694639	0.0353425	0.0730093	0.0777165	0.0321583	0.0296411	0.0150348	0.014316	0.00278724	0.053763	0.19049	0.00266942	0.0244104	0.0138543	0.0173272	0.0449589	0.0484892	0.04166651	0.02127651	0.415477	0.651575	0.874904	1.14298	1.53474	2.40687	0.6350912	0.0931862	0.0474121	0.0979423	0.104257	0.0431405	0.0397636	0.0201693	0.0192049	0.00373909	0.0721233	0.255543	0.00358104	0.0327466	0.0185856	0.0232445	0.0603126	0.0650485	1.433962	0.979167	0.0208333	0.7454318
4212	-64.90282	-80.46506	15.56224	0.0526619	0.0168979	0.047166	0.0449375	0.0143542	0.0309575	0.00140069	0.00332165	0.000330405	0.0240804	0.0777853	0.00318889	0.0534007	0.00564458	0.117504	0.0164012	0.0225279	0.01319322	0.006640417	0.475252	0.695721	0.892982	1.11984	1.43736	2.10415	0.5378981	0.0988845	0.0317296	0.0885646	0.0843801	0.0269532	0.0581295	0.0026301	0.00623713	0.000620409	0.0452164	0.146059	0.00598786	0.100272	0.010599	0.220639	0.0307968	0.0423011	1.452693	0.993403	0.00659661	0.5325602
4248	-67.90841	-80.30987	12.40146	0.00456138	0.00130515	0.0536116	0.0505464	0.0133673	0.0120661	0.00564142	0.00236274	0.000274366	0.0158869	0.0327665	0.0118767	0.0284733	0.0194244	0.0940818	0.0242667	0.0226398	1.582734	3.793107	0.710331	0.846364	0.94929	1.05342	1.18153	1.40779	0.2473073	0.0116021	0.00331971	0.136363	0.128567	0.0340003	0.0306907	0.0143492	0.00600972	0.000697862	0.040409	0.0833428	0.0302089	0.0724231	0.0494066	0.239301	0.0617234	0.0575852	0.8445794	0.208633	0.791367	0.3931526
4284	-69.2776	-83.04374	13.76614	0.00132602	0.00561548	0.0710831	0.0252332	0.0149743	0.0097019	0.0239288	0.0444972	0.0124202	0.0465367	0.0652004	0.0115683	0.0227192	0.0224705	0.0300355	0.0514869	0.0408867	1.177984	1.433042	0.884531	0.941915	0.981504	1.01884	1.06167	1.13054	0.0887188	0.00265372	0.0112381	0.142256	0.0504983	0.0299675	0.019416	0.0478879	0.0890505	0.0248561	0.0931321	0.130483	0.0231512	0.0454672	0.0449693	0.060109	0.103039	0.081825	0.9467855	0.411008	0.588992	0.4996845
4320	-63.91445	-78.99562	15.08117	0.0712524	0.028773	0.012415	0.119381	0.0159726	0.0459933	0.0376565	0.0215145	0.0214923	0.0381071	0.00181729	0.111242	0.0962346	0.0107019	0.0123811	0.165874	0.030343	0.3248984	0.1939574	0.668311	0.821565	0.940524	1.06324	1.21719	1.49631	0.2913977	0.0847082	0.0342067	0.0147596	0.141925	0.0189889	0.054679	0.0447678	0.0255775	0.025551	0.0453035	0.00216049	0.13225	0.114408	0.0127229	0.0147192	0.197199	0.0360731	1.270955	0.837551	0.162449	0.8411511
4356	-61.41196	-76.14527	14.73331	0.00334021	0.0216832	0.0140415	0.123512	0.0087692	0.00781513	0.00641116	0.0122304	0.0109413	0.114573	0.0593744	0.111174	0.0084872	0.0204062	0.0697159	0.0298923	0.000674874	0.3190432	0.1897985	0.336262	0.587705	0.847192	1.18037	1.70153	2.97387	0.788047	0.00536113	0.034802	0.022537	0.19824	0.0140748	0.0125435	0.0102901	0.0196301	0.017561	0.183893	0.0952975	0.178438	0.0136222	0.0327524	0.111896	0.0479779	0.00108319	1.273949	0.840478	0.159522	0.6230431
4392	-65.39522	-80.68593	15.29071	0.0213788	0.0283985	0.0463742	0.0347343	0.013242	0.0483624	0.00688427	0.0139968	0.0410361	0.186927	0.0811042	0.119791	0.134655	0.0392833	0.0600885	0.0266928	0.0406149	0.1291045	0.06900677	0.523399	0.729246	0.90619	1.10352	1.37128	1.91059	0.468123	0.0226575	0.0300971	0.0491478	0.0368118	0.0140341	0.051255	0.00729603	0.014834	0.0434906	0.198108	0.0859552	0.126956	0.142709	0.0416329	0.0636824	0.0282893	0.0430442	1.379348	0.935448	0.0645522	0.9435644
4428	-63.3434	-78.9023	15.5589	0.0175916	0.0722928	0.0034228	0.0611095	0.0120404	0.028812	0.00470682	0.0260702	0.0167643	0.0615338	0.0297754	0.0292912	0.0187809	0.035021	0.121598	0.0568296	0.0192795	0.01734133	0.008746505	0.447934	0.675922	0.884975	1.12998	1.47946	2.23247	0.5807028	0.0286079	0.117565	0.00556625	0.099378	0.0195804	0.046855	0.00765436	0.0423961	0.0272625	0.100068	0.0484217	0.0476343	0.030542	0.0569521	0.197746	0.092418	0.0313529	1.449934	0.991329	0.00867067	0.6149196
4464	-60.39053	-75.8897	15.49916	0.000232196	0.0132126	0.0199305	0.0706177	0.0127441	0.0117233	0.00305815	0.0046801	0.00149395	0.0513461	0.00813227	0.0149375	0.0706623	0.178626	0.0802502	0.0226839	0.0031438	0.209556	0.1170414	0.666562	0.820515	0.940149	1.06366	1.21875	1.50024	0.2932932	0.000409173	0.0232831	0.0351214	0.124442	0.0224576	0.0206587	0.00538905	0.00824724	0.00263262	0.0904817	0.0143306	0.0263228	0.124521	0.314774	0.141416	0.0399734	0.00553997	1.332647	0.895222	0.104778	0.5674751
4500	-63.939	-79.59928	15.66028	0.0088761	0.00165897	0.0936293	0.0471952	0.0452879	0.0218638	0.00275824	0.0208987	0.0130503	0.0539524	0.0503132	0.0873256	0.00464038	0.00895168	0.127875	0.081753	0.0244625	0.07533395	0.03914131	0.545618	0.744183	0.911941	1.09656	1.34375	1.83278	0.438061	0.0127807	0.00238876	0.134817	0.0679564	0.0652101	0.0314818	0.00397159	0.030092	0.0187911	0.0776861	0.0724461	0.12574	0.00668169	0.0128895	0.184127	0.117716	0.0352236	1.412429	0.962333	0.037667	0.6944919
4536	-62.00364	-77.63077	15.62713	0.022192	0.00629801	0.00140277	0.0293859	0.00809783	0.00310236	0.0174626	0.00713738	0.0102051	0.123301	0.0290552	0.00448487	0.0651782	0.0438967	0.0951546	0.001906	0.0142862	0.2553307	0.146349	0.9163	0.958265	0.986788	1.01339	1.04355	1.09135	0.0632042	0.0459893	0.0130516	0.00290701	0.0608974	0.0167814	0.00642914	0.0361883	0.0147911	0.0211485	0.255522	0.0602122	0.00929416	0.135071	0.0909688	0.197192	0.00394987	0.0296058	1.307461	0.872335	0.127665	0.482547
4572	-60.25929	-74.73672	14.47743	0.000501364	0.00224101	0.013698	0.0145006	0.0111405	0.00633061	0.00260919	0.00170757	0.00332454	0.0415648	0.0296844	0.00458209	0.00319314	0.0248999	0.0498618	0.0665975	0.00458809	0.07415775	0.03850666	0.117849	0.352439	0.722268	1.38453	2.83737	8.48543	1.546175	0.00178405	0.00797442	0.0487428	0.0515989	0.0396425	0.0225269	0.00928454	0.00607621	0.0118301	0.147904	0.105629	0.0163049	0.0113625	0.0886037	0.177428	0.236981	0.0163263	1.41317	0.962921	0.0370789	0.281025
4608	-68.51735	-81.26549	12.74813	0.0108967	0.00611765	0.00393966	0.0305133	0.0308819	0.00608999	0.0121359	0.00697189	0.0399338	0.0630777	0.0409355	0.0633018	0.0477005	0.0157501	0.00771513	0.0426305	0.0299283	1.443862	2.59623	0.566248	0.757776	0.917105	1.09039	1.31965	1.76601	0.4112259	0.023765	0.0133422	0.00859211	0.0665473	0.0673512	0.0132818	0.0264676	0.0152052	0.0870928	0.137568	0.0892773	0.138057	0.104031	0.0343499	0.0168261	0.092974	0.0652715	0.8770645	0.278069	0.721931	0.4585204
4644	-64.79634	-80.19929	15.40295	0.0142651	0.00162349	0.0181374	0.0656139	0.0145721	0.00718604	0.00497755	0.00712335	0.00770517	0.0224423	0.000356692	0.0144632	0.0159442	0.0387226	0.0219146	0.0525613	0.00799912	0.06337791	0.03272601	0.382729	0.626001	0.864043	1.15735	1.59744	2.61281	0.6944548	0.0451988	0.00514401	0.0574682	0.207897	0.0461713	0.0227689	0.0157713	0.0225702	0.0244137	0.0711081	0.00113017	0.0458265	0.050519	0.122692	0.0694362	0.16654	0.0253451	1.420002	0.968311	0.031689	0.3156082
4680	-66.30329	-80.54264	14.23935	0.0163436	0.0052706	0.0126322	0.043506	0.00933431	0.0103356	0.00216893	0.0652317	0.0185957	0.0257958	0.0169778	0.0376786	0.093821	0.0128995	0.0887152	0.000293642	0.0173383	0.6613353	0.4940261	0.416446	0.652316	0.875214	1.14258	1.533	2.40127	0.6334071	0.0342676	0.0110509	0.0264859	0.0912193	0.0195713	0.0216707	0.00454762	0.136772	0.0389896	0.0540862	0.0355974	0.079001	0.196715	0.0270466	0.18601	0.000615681	0.0363533	1.119754	0.669332	0.330668	0.4769384
4716	-64.33466	-79.26318	14.92852	0.0147441	0.00201504	0.0152766	0.0590921	0.0326989	0.0304241	0.000284809	0.00479008	0.0164269	0.00974658	0.0275077	0.0227279	0.0283719	0.00429596	0.0655514	0.0187599	0.000521769	0.5500536	0.3793613	0.870582	0.934641	0.979133	1.02131	1.06993	1.14866	0.1002126	0.0417401	0.00570451	0.0432476	0.167288	0.0925695	0.0861296	0.000806287	0.0135606	0.0465041	0.0275923	0.0778735	0.0643419	0.08032	0.0121617	0.185574	0.0531086	0.00147711	1.165621	0.724973	0.275027	0.3532356
4752	-64.99367	-79.09513	14.10146	0.00876711	0.00219254	0.0232287	0.0588023	0.00967259	0.0500318	0.000872568	0.0596696	0.046625	0.0808488	0.0496349	0.0312401	0.0329147	0.00966816	0.225171	0.00956026	0.0467509	0.9195563	0.8510914	0.762868	0.876335	0.959653	1.04204	1.14112	1.31084	0.1957129	0.0117577	0.00294043	0.0311522	0.0788603	0.012972	0.0670982	0.00117021	0.0800235	0.0625293	0.108427	0.0665659	0.0418964	0.0441423	0.0129661	0.301979	0.0128214	0.0626981	1.026065	0.540222	0.459778	0.7456509
4788	-68.86409	-83.28826	14.42417	0.0346383	0.00299635	0.00344724	0.0296329	0.0393749	0.019288	0.00186174	0.00481047	0.00322483	0.0433871	0.044325	0.057572	0.00444465	0.0301113	0.0295539	0.00887529	0.0026531	0.8478597	0.7358997	0.929028	0.964734	0.988861	1.01126	1.03656	1.07639	0.05322966	0.0961648	0.00831865	0.00957044	0.0822686	0.109315	0.0535484	0.00516866	0.0133551	0.00895296	0.120454	0.123058	0.159835	0.0123395	0.0835967	0.0820494	0.0246401	0.00736569	1.050469	0.57607	0.42393	0.3601969
4824	-65.00488	-79.64911	14.64423	0.0211291	0.00619499	0.0343641	0.0210412	0.0531824	0.0273974	0.0558162	0.0202449	0.024677	0.103648	0.0660426	0.0268106	0.144061	0.00808523	0.0181633	0.0280554	0.0219643	0.6224084	0.451809	0.708447	0.845268	0.948907	1.05384	1.18306	1.41154	0.2492271	0.0310322	0.00909855	0.0504703	0.030903	0.0781087	0.0402384	0.0819769	0.0297335	0.0362429	0.152226	0.0969963	0.0393765	0.211581	0.0118747	0.0266764	0.0412048	0.0322589	1.135382	0.688796	0.311204	0.6808772
4860	-72.06573	-87.11138	15.04566	0.0242792	5.88071e-05	0.00798616	0.0140575	0.0202695	0.0118397	0.00149929	0.0178079	0.00874678	0.0128693	0.0166703	0.00410325	0.0489395	0.0237684	0.013468	0.0263105	0.0951415	0.4585945	0.2975171	0.806832	0.900612	0.967869	1.0332	1.11036	1.23942	0.1551991	0.0698048	0.000169075	0.0229609	0.0404165	0.0582765	0.03404	0.00431058	0.0511994	0.0251478	0.0370005	0.0479286	0.0117972	0.140705	0.0683363	0.0387217	0.075645	0.27354	1.206229	0.770703	0.229297	0.3478157
4896	-63.46193	-77.61646	14.15453	0.00345703	0.000133991	0.0114041	0.0742497	0.0293508	0.00493991	0.0309391	0.000802863	0.00652685	0.000679302	0.00423846	0.00874852	0.0613987	0.0205542	0.0164681	0.0124756	0.0490045	0.7559495	0.6076517	0.519638	0.726686	0.905196	1.10473	1.37611	1.92442	0.4733369	0.0103081	0.000399528	0.0340045	0.221395	0.0875173	0.0147296	0.0922532	0.00239395	0.0194615	0.00202552	0.0126381	0.026086	0.183077	0.0612877	0.049104	0.0371994	0.14612	1.083504	0.622025	0.377975	0.3353719
4932	-59.09468	-74.42134	15.32666	0.0152038	0.00392371	0.0204543	0.0547472	0.00926081	0.00761589	0.0103858	9.83619e-05	0.00729901	0.0392024	0.0300143	0.0185012	0.0416035	0.014399	0.0250764	0.00561104	0.096697	0.2558022	0.146659	0.624778	0.795014	0.930934	1.07419	1.25784	1.60057	0.340102	0.0380006	0.00980697	0.0511238	0.136836	0.0231466	0.0190353	0.0259583	0.000245847	0.0182433	0.0979831	0.0750182	0.0462422	0.103984	0.0359889	0.0626763	0.0140243	0.241686	1.307206	0.872099	0.127901	0.4000937
4968	-69.52092	-84.24648	14.72556	0.00740241	0.193278	0.0242771	0.0279586	0.0281792	0.0148205	0.00394911	0.00763908	0.014417	0.0132463	0.100777	0.198788	0.0303535	0.0659667	0.191577	0.053703	0.0117833	0.4349253	0.2778943	0.673511	0.824676	0.941634	1.06198	1.2126	1.48476	0.2857936	0.00749143	0.195603	0.024569	0.0282948	0.0285181	0.0149987	0.0039966	0.00773095	0.0145904	0.0134056	0.101989	0.201179	0.0307185	0.06676	0.193881	0.0543488	0.011925	1.217203	0.782537	0.217463	0.9881169
