Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
1620	-67.62556	-82.24916	14.6236	0.00735206	0.0387162	0.0400784	0.0199028	0.106692	0.000917127	0.0108261	0.0453343	0.123543	0.0682125	0.0961936	0.0486663	0.172023	0.0657908	0.0434389	0.142389	0.144735	0.4462736	0.2872279	0.796157	0.894781	0.96591	1.03529	1.11759	1.25603	0.1648303	0.00625808	0.0329553	0.0341148	0.0169413	0.0908161	0.00078066	0.00921517	0.0385886	0.10516	0.0580625	0.0818801	0.0414248	0.146426	0.0560012	0.0369752	0.121202	0.123199	1.211917	0.776863	0.223137	1.174811
1656	-65.00568	-79.4165	14.41082	0.000756692	0.0258296	0.0095633	0.0450273	0.0484295	0.00413425	0.0127618	0.00220262	0.0135682	0.036389	0.0112256	0.0612921	0.0358716	0.0346003	0.0212388	0.0266026	0.0516868	0.6632896	0.4962104	0.535292	0.737281	0.909293	1.09976	1.35633	1.86814	0.4518767	0.00171515	0.0585466	0.0216766	0.102061	0.109773	0.00937088	0.0289264	0.00499256	0.0307544	0.0824811	0.0254444	0.138928	0.0813084	0.0784267	0.048141	0.0602988	0.117156	1.118981	0.668355	0.331645	0.4411802
1692	-61.00107	-77.0145	16.01343	0.0138154	0.0089175	0.00336019	0.0582751	0.00455494	0.0164611	0.0171093	0.0625842	0.0108642	0.123305	0.164916	0.0658377	0.0278184	0.0237688	0.0633647	0.0238924	0.0711141	0.025219	0.01277053	0.870966	0.934842	0.979199	1.02124	1.0697	1.14815	0.09989385	0.0181792	0.0117342	0.00442153	0.0766818	0.00599367	0.0216605	0.0225134	0.082352	0.0142958	0.162252	0.217007	0.0866332	0.036605	0.0312765	0.0833791	0.0314391	0.0935762	1.444723	0.98739	0.0126095	0.7599597
1728	-65.71529	-80.23845	14.52315	0.00799363	0.0120376	0.0259595	0.0327366	0.0190079	0.0432085	0.00668235	0.00891985	7.62385e-06	0.0317592	0.00402662	0.0270937	0.0563218	0.0420695	0.0322251	0.00970813	0.0214489	0.003704644	0.001855759	0.244387	0.502995	0.807037	1.2391	1.98809	4.09188	1.018807	0.0209693	0.0315778	0.0680982	0.0858762	0.0498624	0.113347	0.0175295	0.023399	1.99993e-05	0.0833124	0.0105628	0.0710735	0.147746	0.110359	0.0845346	0.0254668	0.0562658	1.459044	0.998148	0.00185232	0.3812066
1764	-66.5465	-81.00796	14.46147	0.0144212	0.0101744	0.0410078	0.031282	0.0279448	0.00380569	0.00849102	0.00127248	4.53619e-05	0.0509992	0.028637	0.0329972	0.00838226	0.0323898	0.00463651	0.0302184	0.00744822	0.4639988	0.3020823	0.371495	0.616971	0.860135	1.16261	1.62082	2.69183	0.7159976	0.0431575	0.0304483	0.122721	0.0936157	0.0836287	0.0113891	0.0254105	0.00380808	0.000135752	0.152622	0.0857001	0.0987486	0.0250851	0.0969309	0.0138754	0.0904328	0.0222898	1.203751	0.768001	0.231999	0.3341533
1800	-62.95581	-76.16553	13.20972	0.00221252	0.00502024	0.0158226	0.0229787	0.0134312	0.0277834	0.005396	0.0051242	6.96172e-05	0.0717487	0.0817736	0.00333199	0.0344919	0.00908256	0.0191276	0.00528726	0.0218382	0.9791467	0.9591453	0.250437	0.509031	0.810046	1.2345	1.96452	3.99302	1.001123	0.00642202	0.0145717	0.0459264	0.0666976	0.0389853	0.0806437	0.0156624	0.0148734	0.00020207	0.208257	0.237355	0.00967138	0.100116	0.0263629	0.0555194	0.0153467	0.0633874	1.006629	0.510427	0.489573	0.3445203
1836	-65.6248	-80.74899	15.12419	0.0090751	0.0166516	0.015265	0.149952	0.0420797	0.0397632	0.0520446	0.00537145	0.0706559	0.0873741	0.419618	0.0594709	0.0336224	0.0546879	0.0817955	0.00323538	0.0756509	0.04838561	0.02479261	0.466372	0.68935	0.890423	1.12306	1.45064	2.14421	0.5515366	0.00746115	0.0136902	0.0125502	0.123284	0.0345961	0.0326916	0.0427888	0.00441617	0.0580902	0.0718352	0.344992	0.0488944	0.0276429	0.044962	0.0672487	0.00265999	0.0621969	1.429613	0.975807	0.0241928	1.216313
1872	-61.53238	-75.63193	14.09954	0.00303986	0.00117773	0.014354	0.0162999	0.0422659	0.0746269	0.00949006	0.00201356	0.0151866	0.0887035	0.179304	0.0328065	0.10044	0.0198466	0.0306555	0.00977687	0.0353027	0.9254017	0.8611607	0.729619	0.857495	0.953168	1.04913	1.16619	1.37058	0.227935	0.00450156	0.00174404	0.0212561	0.0241376	0.0625893	0.110511	0.0140533	0.00298177	0.022489	0.131356	0.265521	0.0485813	0.148736	0.0293898	0.0453961	0.014478	0.0522779	1.024126	0.537299	0.462701	0.6752897
1908	-68.19857	-82.85742	14.65885	0.0114947	0.00284536	0.00437795	0.0452171	0.032793	0.0141511	0.00479442	0.0152577	0.0114648	0.0568386	0.171604	0.0730884	0.0517126	0.00992676	0.0932333	0.0226352	0.044667	0.1912247	0.1057205	0.205967	0.462741	0.786306	1.27177	2.16104	4.85514	1.142476	0.0172566	0.00427166	0.0065725	0.0678831	0.0492312	0.0212446	0.00719772	0.022906	0.0172118	0.0853302	0.257625	0.109726	0.0776346	0.0149028	0.139968	0.0339815	0.0670573	1.343008	0.904388	0.0956123	0.6661022
1944	-63.27453	-77.70968	14.43514	0.0207614	0.00710328	0.0376384	0.0455132	0.0791127	0.00116755	0.00502255	0.00143152	0.0458681	0.109849	0.0386745	0.0565022	0.087993	0.00605628	0.056446	0.0717213	0.169229	0.4973131	0.3309492	0.443827	0.672892	0.883735	1.13156	1.48612	2.25313	0.5873631	0.0247133	0.00845538	0.0448028	0.0541766	0.0941718	0.00138979	0.00597859	0.00170401	0.0545991	0.130759	0.0460361	0.0672573	0.104742	0.00720909	0.0671904	0.0853734	0.201441	1.188698	0.751343	0.248657	0.8400899
1980	-63.50907	-79.0249	15.51583	0.0160003	0.00725467	0.0345382	0.0692616	0.0308174	0.0239599	0.0304724	0.00472235	0.0816145	0.143011	0.0895142	0.0765388	0.0296561	0.0933076	0.0120427	0.110482	0.014146	0.2255649	0.1271192	0.917852	0.959056	0.987042	1.01313	1.04269	1.0895	0.06198067	0.0184476	0.00836428	0.0398208	0.0798551	0.0355309	0.0276246	0.0351332	0.00544463	0.0940974	0.164885	0.103205	0.0882455	0.034192	0.107579	0.0138846	0.127381	0.0163097	1.323729	0.887218	0.112782	0.86734
2016	-61.67111	-77.40197	15.73086	0.00125081	0.0208204	0.0443579	0.0756778	0.0129411	0.00316134	0.0480352	0.00883077	0.0107638	0.120003	0.0547017	0.0496619	0.0272941	0.07786	0.0136065	0.0299652	0.0666923	0.1575428	0.08550692	0.80363	0.898867	0.967284	1.03382	1.11251	1.24435	0.158075	0.00187915	0.0312794	0.0666411	0.113695	0.0194421	0.00474943	0.0721657	0.0132669	0.016171	0.180287	0.0821811	0.0746096	0.0410053	0.116973	0.0204417	0.0450182	0.100195	1.36247	0.921229	0.0787714	0.665624
2052	-59.11562	-74.12543	15.00981	0.0372863	0.000206398	0.0203585	0.132093	0.0117527	0.024467	0.0138457	0.00771049	0.00462743	0.0505388	0.141438	0.0346652	0.00633408	0.283152	0.0373584	0.0537149	0.0523356	0.327778	0.1960134	0.664258	0.819131	0.939654	1.06422	1.22081	1.50544	0.2957964	0.0408893	0.000226342	0.0223258	0.144857	0.0128884	0.0268313	0.0151835	0.00845555	0.00507457	0.0554223	0.155105	0.0380148	0.00694614	0.310513	0.0409683	0.0589054	0.0573928	1.269488	0.836111	0.163889	0.9118852
2088	-70.03441	-83.34496	13.31055	0.00995179	0.0134427	0.102873	0.0393212	0.00592864	0.00864673	0.0190863	0.0363274	0.0119938	0.0388087	0.215402	0.103319	0.0142545	0.151766	0.030006	0.0607718	0.0583943	0.9389795	0.8849778	0.326154	0.579022	0.843267	1.18586	1.72705	3.06604	0.8101168	0.0108137	0.014607	0.111782	0.0427268	0.00644211	0.00939562	0.0207394	0.0394737	0.0130326	0.0421699	0.234058	0.112267	0.015489	0.16491	0.0326048	0.0660353	0.0634518	1.019648	0.53051	0.46949	0.9202936
2124	-72.79058	-84.79185	12.00128	0.0169796	0.00999866	0.0191677	0.0683669	0.0131571	0.0176532	0.00649753	0.0101323	0.0224458	0.0722074	0.0881245	0.0216106	0.00341276	0.027447	0.0126112	0.00619849	0.0335539	1.550532	3.449708	0.333436	0.585291	0.846105	1.18189	1.70855	2.99907	0.7941493	0.037769	0.0222408	0.0426361	0.152074	0.0292662	0.0392673	0.0144529	0.0225381	0.0499278	0.160616	0.196022	0.0480702	0.00759125	0.0610523	0.028052	0.0137878	0.0746364	0.8518959	0.224734	0.775266	0.4495645
2160	-65.75453	-80.11823	14.3637	0.00480135	0.0234726	0.00553249	0.0467665	0.00922046	0.0131335	0.00329574	0.00472972	0.0223537	0.0603678	0.0429204	0.0262639	0.0160355	0.00740776	0.0195938	0.0249212	0.0202043	0.3675667	0.2251649	0.242504	0.501101	0.806088	1.24056	1.9956	4.12365	1.024399	0.0136783	0.0668694	0.0157611	0.13323	0.0262676	0.0374151	0.00938902	0.0134742	0.063682	0.171978	0.122273	0.0748217	0.0456824	0.0211035	0.0558194	0.0709965	0.0575587	1.249556	0.816217	0.183783	0.3510206
2196	-64.24292	-79.27263	15.02971	0.000992259	0.0021176	0.0585177	0.0402652	0.0405587	0.0325152	0.000336923	0.00529644	0.0100419	0.0448492	0.0141945	0.00686108	0.0353716	0.0218555	0.110843	0.0175364	0.00736747	0.4085117	0.2566853	0.638492	0.803478	0.934014	1.07065	1.24459	1.56619	0.3244019	0.00220737	0.0047108	0.130178	0.0895736	0.0902266	0.0723331	0.000749516	0.0117824	0.0223392	0.0997712	0.031577	0.0152631	0.0786875	0.0486196	0.24658	0.0390113	0.0163896	1.229688	0.795744	0.204256	0.4495204
2232	-63.52343	-79.56385	16.04042	0.0195022	0.0735425	0.0582126	0.00756257	0.0157545	0.0488796	0.0276724	0.00151976	0.000313665	0.154165	0.0601486	0.0692368	0.0217428	0.0348997	0.0223341	0.013922	0.0932537	0.0262708	0.01331024	0.870002	0.934338	0.979034	1.02142	1.07028	1.14942	0.1006945	0.0269866	0.101766	0.0805529	0.0104649	0.0218007	0.0676382	0.0382923	0.00210301	0.00043404	0.213329	0.083232	0.0958078	0.030087	0.0482932	0.0309052	0.0192649	0.129042	1.44403	0.986865	0.0131354	0.7226628
2268	-66.71504	-78.65903	11.94399	0.000150094	0.00252934	0.00170696	0.00598671	0.00247379	0.000977405	0.00343181	0.0028783	0.00643327	0.00423909	0.00680489	0.00257691	0.0127927	0.010707	0.00405932	0.00219209	0.00360233	0.7995141	0.665992	0.108065	0.337852	0.712806	1.40291	2.95988	9.25365	1.608842	0.00204093	0.0343931	0.0232107	0.0814053	0.0336377	0.0132904	0.0466646	0.0391382	0.0874775	0.0576417	0.0925306	0.0350399	0.17395	0.145591	0.0551973	0.0298073	0.0489833	1.067591	0.600243	0.399757	0.07354203
2304	-65.00091	-80.12717	15.12625	0.00224984	0.00843731	0.0522741	0.137408	0.0408675	0.0397649	0.0100029	0.0315821	0.0213249	0.055353	0.0986058	0.0268917	0.0317429	0.00520377	0.0670636	0.0184267	0.0595261	0.1982051	0.1100042	0.415286	0.651429	0.874843	1.14306	1.53509	2.40798	0.6354234	0.00318347	0.0119386	0.0739666	0.19443	0.0578266	0.0562665	0.0141539	0.0446879	0.0301743	0.0783232	0.139525	0.0380511	0.0449155	0.00736321	0.0948934	0.0260734	0.084228	1.339044	0.900897	0.0991025	0.7067256
2340	-62.78049	-78.56773	15.78724	0.00343032	0.00943601	0.00660703	0.0119788	0.0343667	0.00443642	0.00214028	0.00466366	0.0527968	0.0464841	0.00716339	0.0567144	0.0152379	0.00289544	0.0261912	0.0499074	0.014113	0.05520126	0.02838405	0.606393	0.783518	0.926713	1.07908	1.2763	1.64909	0.3616981	0.00984132	0.0270712	0.0189551	0.0343662	0.0985955	0.0127277	0.00614028	0.0133797	0.15147	0.133359	0.0205512	0.162709	0.0437163	0.00830679	0.0751405	0.143181	0.0404892	1.425227	0.972399	0.0276006	0.3485628
2376	-66.13562	-80.65277	14.51715	0.00261362	0.0537532	0.00197524	0.0382954	0.00394158	0.0149427	0.00435205	0.000483796	0.0936724	0.0551842	0.0482761	0.0758039	0.072698	0.0233682	0.0227648	0.00345991	0.0359836	0.5754304	0.4039329	0.49224	0.707741	0.897767	1.11388	1.41295	2.03153	0.5125025	0.00473853	0.0974551	0.00358113	0.0694299	0.00714612	0.0270912	0.00789032	0.000877128	0.169829	0.10005	0.0875252	0.137433	0.131802	0.0423669	0.0412728	0.00627285	0.0652386	1.154834	0.712285	0.287715	0.5515687
2412	-64.27928	-79.12764	14.84836	0.0138108	0.000326538	0.0375663	0.0874495	0.0335265	0.0511291	0.0153735	0.0938228	0.0916722	0.158378	0.0736031	0.433537	0.18878	0.0443114	0.00545593	0.103214	0.0368973	0.2139407	0.1197837	0.893316	0.946466	0.982981	1.01731	1.05656	1.11942	0.08157303	0.00940243	0.000222308	0.0255752	0.0595358	0.0228249	0.0348088	0.0104663	0.0638748	0.0624107	0.107824	0.0501092	0.295153	0.128522	0.0301673	0.00371441	0.0702685	0.0251198	1.330193	0.89303	0.10697	1.468855
2448	-60.97402	-76.01475	15.04073	0.0236241	0.000852511	0.00367695	0.0295035	0.0162656	0.0197339	0.00124077	0.00406035	0.00393295	0.0177649	0.0130219	0.0128032	0.0480041	0.00259655	0.0120802	0.0271521	0.00863395	0.008939292	0.004489713	0.359586	0.607245	0.855881	1.16839	1.64678	2.78098	0.739557	0.0964454	0.00348038	0.0150112	0.120448	0.0664046	0.0805638	0.00506544	0.0165764	0.0160563	0.0725253	0.0531621	0.0522693	0.195977	0.0106004	0.0493174	0.110849	0.0352482	1.455533	0.99553	0.00446965	0.2449476
2484	-61.22254	-76.59201	15.36947	0.00193476	0.00889993	0.000104848	0.0490306	0.0422196	0.00404139	0.00673654	0.00377011	0.0169335	0.0869425	0.0232099	0.0292391	0.0243041	0.0741414	0.013188	0.0367322	0.0245992	0.1271058	0.06786598	0.412294	0.649136	0.873881	1.14432	1.54051	2.42545	0.6406519	0.00433775	0.0199538	0.000235071	0.109927	0.094657	0.00906084	0.0151034	0.00845264	0.0379651	0.194926	0.052037	0.0655545	0.0544902	0.166226	0.0295676	0.082354	0.0551518	1.38055	0.936447	0.0635529	0.4460278
2520	-66.60095	-80.55107	13.95012	0.0183184	0.000931081	0.0366708	0.0132357	0.0231744	0.0116039	0.00243691	0.0278513	0.0010575	0.00900985	0.0169799	0.0252951	0.0097024	0.00506096	0.0168576	0.00807692	0.00922048	0.5782818	0.4067485	0.30644	0.561681	0.835305	1.19717	1.78037	3.26328	0.8551977	0.0777908	0.00395392	0.155726	0.0562064	0.0984121	0.0492771	0.0103486	0.118273	0.00449076	0.0382611	0.0721065	0.107418	0.0412021	0.0214918	0.0715871	0.0342994	0.0391556	1.153634	0.710859	0.289141	0.2354831
2556	-59.72355	-75.60001	15.87645	0.00137779	0.0274599	0.0155322	0.153742	0.029088	0.00223618	0.025982	0.00313411	0.00689454	0.0109056	0.00862079	0.0295574	0.0162323	0.0225824	0.01885	0.102183	0.0130737	0.06916808	0.03582294	0.662404	0.818015	0.939254	1.06467	1.22247	1.50965	0.2978172	0.00282651	0.0563335	0.0318641	0.315399	0.0596737	0.00458749	0.0533017	0.00642958	0.014144	0.0223726	0.0176854	0.0606365	0.0333002	0.0463275	0.0386705	0.209627	0.0268206	1.416324	0.965416	0.034584	0.487452
2592	-70.207	-84.22179	14.01478	0.0159315	0.0695857	0.0196818	0.0767877	0.0347937	0.0229267	0.0354497	0.025042	0.0395202	0.0202343	0.0739524	0.0809539	0.243061	0.0480575	0.237822	0.131043	0.111487	0.7159697	0.5575957	0.835668	0.916169	0.973054	1.02769	1.0915	1.19665	0.1298084	0.0123852	0.0540963	0.0153008	0.0596951	0.0270488	0.0178234	0.0275588	0.0194678	0.0307232	0.0157303	0.057491	0.0629339	0.188957	0.0373602	0.184884	0.101874	0.0866704	1.098531	0.642015	0.357985	1.286331
2628	-66.89499	-82.53786	15.64287	0.0222243	0.0562398	0.0537328	0.0343983	0.0377048	0.00954396	0.134994	0.00415223	0.00856155	0.0473384	0.0241544	0.11527	0.120078	0.034746	0.0393242	0.0473698	0.0587724	0.09554987	0.05017189	0.667002	0.820779	0.940243	1.06355	1.21835	1.49925	0.292816	0.0261893	0.0662734	0.063319	0.0405352	0.0444316	0.0112467	0.159077	0.00489301	0.010089	0.0557839	0.0284637	0.135834	0.1415	0.0409449	0.0463398	0.0558209	0.0692578	1.399807	0.952225	0.0477749	0.8486039
2664	-65.1972	-80.35476	15.15756	0.00217656	0.0198715	0.0135337	0.0456716	0.000330766	0.00547209	0.0127142	0.00327318	0.010779	0.0429224	0.0216825	0.021823	0.0212707	0.0197561	0.108008	0.0175311	0.0123916	0.08446877	0.04409678	0.271834	0.529796	0.820214	1.21919	1.88752	3.67871	0.9418427	0.00573976	0.0524026	0.0356893	0.120439	0.000872254	0.0144303	0.0335284	0.00863161	0.0284249	0.11319	0.0571783	0.0575488	0.0560924	0.0520983	0.284826	0.0462307	0.0326776	1.406698	0.957766	0.0422344	0.3792081
2700	-63.68882	-77.75024	14.06142	0.0175361	0.0138898	0.0456637	0.0997784	0.0179556	0.000249288	0.00140705	0.00911586	0.00111201	0.0362231	0.0521794	0.0162509	0.030179	0.0208434	0.0128552	0.0391468	0.0143571	0.6355169	0.4657565	0.308952	0.563922	0.836344	1.19568	1.7733	3.23674	0.8492935	0.0409012	0.0323966	0.106506	0.232723	0.0418797	0.00058144	0.0032818	0.0212618	0.00259365	0.0844868	0.121703	0.0379037	0.0703895	0.0486153	0.0299834	0.0913061	0.0334866	1.130071	0.682242	0.317758	0.4287428
2736	-64.78374	-79.34312	14.55938	0.0645	0.0353482	0.0530077	0.0609633	0.0134896	0.0112284	0.0348434	0.048592	0.0040129	0.121074	0.038619	0.169499	0.0183852	0.119808	0.141956	0.51571	0.0655534	0.2744335	0.1590396	0.797136	0.895317	0.96609	1.0351	1.11692	1.25449	0.1639418	0.0425296	0.0233077	0.0349519	0.0401976	0.00889472	0.00740374	0.0229748	0.0320403	0.00264601	0.0798329	0.0254644	0.111763	0.0121227	0.0789981	0.0936023	0.340046	0.0432242	1.297229	0.862783	0.137217	1.516589
2772	-66.82204	-80.68231	13.86028	0.0238302	0.010056	0.0459349	0.219892	0.00130212	0.0163475	0.0702384	0.0181558	0.0590738	0.0424182	0.0472908	0.112101	0.494095	0.0109626	0.0321709	0.0520967	0.10859	0.6565873	0.4887458	0.662901	0.818314	0.939361	1.06455	1.22202	1.50852	0.2972751	0.0174637	0.00736942	0.0336629	0.161146	0.000954245	0.0119801	0.0514734	0.0133053	0.0432916	0.0310857	0.0346565	0.0821521	0.362092	0.00803381	0.0235761	0.0381785	0.0795789	1.121637	0.671706	0.328294	1.364556
2808	-67.47468	-82.75354	15.27886	0.0663287	0.0463232	0.0454945	0.0548742	0.0182493	0.0113374	0.0332676	0.105043	0.0077227	0.0272277	0.0120723	0.0232106	0.109238	0.0666204	0.0251033	0.0700678	0.0953693	0.1644497	0.08959152	0.505303	0.716839	0.901352	1.10945	1.39501	1.97901	0.4935641	0.081131	0.056661	0.0556474	0.0671204	0.0223219	0.0138675	0.0406918	0.128485	0.00944615	0.033304	0.0147664	0.0283905	0.133617	0.0814878	0.0307055	0.0857046	0.116653	1.358434	0.917775	0.0822249	0.81755
2844	-59.76915	-74.90774	15.13859	0.0202586	0.0236102	0.0156655	0.0542752	0.0453716	0.0335723	0.00105395	0.00333085	0.00882777	0.0450426	0.00821189	0.0904095	0.157431	0.0348605	0.00584159	0.0449397	0.187276	0.4361122	0.2788641	0.933016	0.966751	0.989506	1.01061	1.03439	1.07179	0.05013285	0.0259733	0.0302703	0.0200845	0.0695855	0.0581703	0.0430426	0.00135125	0.00427044	0.011318	0.0577485	0.0105284	0.115913	0.20184	0.0446941	0.00748942	0.0576166	0.240104	1.216648	0.781944	0.218056	0.7799785
2880	-61.34481	-76.03882	14.69402	0.0133472	0.0111107	0.0468497	0.090601	0.0124054	0.0463157	0.0101716	0.000511444	0.021812	0.130012	0.18289	0.0466966	0.154123	0.0534844	0.0595308	0.0278148	0.00654528	0.5595399	0.3884453	0.817526	0.906414	0.96981	1.03113	1.10325	1.2232	0.1456784	0.0145996	0.0121532	0.0512454	0.0991017	0.0135694	0.0506613	0.011126	0.000559431	0.0238585	0.142211	0.20005	0.051078	0.168584	0.0585027	0.0651163	0.0304245	0.0071594	1.161565	0.72023	0.27977	0.914222
2916	-61.84926	-77.09418	15.24492	0.0175883	0.00131562	0.0116782	0.0665034	0.0121197	0.00864849	0.0564561	0.00265416	0.0272361	0.0344475	0.047118	0.0112579	0.118109	0.0209507	0.00169838	0.03682	0.0342943	0.1565164	0.08490253	0.38418	0.627158	0.86454	1.15668	1.5945	2.60294	0.6917191	0.0345616	0.00258525	0.0229481	0.130682	0.0238157	0.0169946	0.110939	0.00521552	0.05352	0.0676907	0.0925887	0.0221222	0.232089	0.041169	0.00333739	0.0723526	0.0673896	1.363072	0.921742	0.0782582	0.5088959
2952	-69.6294	-83.49749	13.86809	0.000533769	0.0165867	0.00172457	0.0164023	0.0415561	0.0590332	0.00341151	0.0137911	0.00403867	0.0209519	0.00909491	0.00554741	0.0123787	0.0383733	0.0814409	0.122776	0.00810441	0.7180578	0.5601327	0.289556	0.546368	0.828133	1.20753	1.83027	3.45357	0.8961767	0.0011712	0.0363946	0.00378407	0.0359899	0.0911826	0.129531	0.00748556	0.0302605	0.00886168	0.0459728	0.0199561	0.0121722	0.0271615	0.084199	0.178698	0.269396	0.0177828	1.097736	0.640971	0.359029	0.4557457
2988	-66.59751	-81.75058	15.15307	0.0249528	0.01779	0.000937133	0.0610559	0.0204109	0.0610476	0.00369755	0.00690212	0.0171095	0.00033893	0.0480889	0.0570484	0.0207431	0.0564782	0.022292	0.0089827	0.0211305	0.2230572	0.1255286	0.430688	0.663102	0.879704	1.13675	1.50806	2.32187	0.6090921	0.0555733	0.0396207	0.00208713	0.13598	0.0454578	0.135962	0.00823498	0.015372	0.0381053	0.000754845	0.107101	0.127055	0.0461978	0.125785	0.0496474	0.0200058	0.0470606	1.325118	0.888471	0.111529	0.4490061
3024	-61.68799	-77.09477	15.40678	0.0356496	0.00845316	0.0264356	0.0751693	0.0211597	0.0172221	0.00219294	0.0244269	0.00278798	0.0421159	0.0187206	0.101939	0.0191882	0.0250459	0.00877446	0.0105243	0.0273489	0.06102798	0.0314744	0.337604	0.588848	0.847706	1.17965	1.69823	2.96205	0.7851668	0.0763121	0.018095	0.0565886	0.160909	0.0452948	0.0368659	0.00469425	0.0522887	0.00596799	0.090154	0.0400736	0.218213	0.0410746	0.0536136	0.0187828	0.0225285	0.0585435	1.421499	0.969486	0.030514	0.467155
3060	-67.70996	-82.55414	14.84418	0.00225123	0.0431529	0.0407478	0.0564248	0.0501036	0.060576	0.0379413	0.0769485	0.0434465	0.107476	0.0407864	0.0152926	0.0660601	0.0392054	0.010052	0.199606	0.0116019	0.2315381	0.1309263	0.385424	0.628147	0.864966	1.15612	1.59198	2.59455	0.6893823	0.00249673	0.0478587	0.0451913	0.0625779	0.0555673	0.0671818	0.0420788	0.0853397	0.0481843	0.119196	0.0452341	0.0169603	0.0732639	0.0434807	0.0111481	0.221373	0.0128671	1.320432	0.884231	0.115769	0.9016736
3096	-63.70926	-78.69293	14.98367	0.00558019	0.0159962	0.0372695	0.0203671	0.00854192	0.0271906	0.022871	0.0165801	0.0266842	0.121284	0.0880746	0.00225875	0.0267311	0.109974	0.0326667	0.114188	0.0448417	0.5355563	0.3657063	0.932438	0.966459	0.989413	1.0107	1.0347	1.07246	0.05058039	0.00773845	0.0221831	0.0516843	0.0282445	0.0118457	0.0377072	0.0317168	0.0229928	0.0370048	0.168193	0.122139	0.00313238	0.0370699	0.152509	0.0453012	0.158353	0.0621852	1.171875	0.732222	0.267778	0.7210995
3132	-64.48301	-78.76877	14.28576	0.00650693	0.00454701	0.00323708	0.0335001	0.0132788	0.0119179	0.00425985	0.00621274	0.000581209	0.0162132	0.023912	0.00213075	0.0298764	0.0171716	0.0383585	0.002091	0.00591912	0.3472786	0.2101253	0.272829	0.530741	0.82067	1.21852	1.88416	3.6653	0.9392015	0.0296154	0.0206951	0.0147331	0.152471	0.060437	0.0542426	0.0193881	0.0282765	0.0026453	0.0737924	0.108832	0.00969784	0.135978	0.0781541	0.174584	0.00951693	0.0269401	1.25964	0.826361	0.173639	0.219714
3168	-68.31709	-83.62637	15.30928	0.0184746	0.0711633	0.0456582	0.2449	0.0731098	0.0052976	0.106293	0.00997981	0.0332671	0.0593745	0.0592451	0.0203009	0.0515096	0.0569129	0.119067	0.00550866	0.0367346	0.1094307	0.05788243	0.550004	0.747095	0.913052	1.09523	1.33852	1.81817	0.4322714	0.0181694	0.0699877	0.044904	0.240854	0.0719021	0.00521009	0.104537	0.00981495	0.0327176	0.0583937	0.0582664	0.0199655	0.0506587	0.0559728	0.1171	0.00541766	0.0361278	1.39127	0.945285	0.0547154	1.016796
3204	-62.81854	-78.10745	15.28891	0.0102281	0.0151176	0.0170052	0.0643137	0.0378247	0.00411566	0.0235358	0.0104884	0.0133164	0.0172461	0.0349927	0.043697	0.137204	0.000353119	0.148013	0.0117565	0.0406404	0.3960995	0.2469602	0.911314	0.955718	0.985969	1.01423	1.04633	1.09732	0.0671499	0.016239	0.024002	0.026999	0.10211	0.0600538	0.00653437	0.0373675	0.0166523	0.0211422	0.0273814	0.0555573	0.069377	0.217836	0.000560642	0.234998	0.0186657	0.0645242	1.235644	0.80195	0.19805	0.6298479
3240	-62.79478	-77.61501	14.82023	0.0299484	0.0350788	0.00643543	0.095243	0.00652387	0.0738686	0.0262001	0.000790538	0.019972	0.213148	0.0219542	0.260889	0.108511	0.210527	0.0135741	0.0398018	0.0700655	0.2776709	0.1612183	0.70142	0.841169	0.947469	1.05544	1.18882	1.42568	0.2564354	0.0242983	0.0284608	0.00522131	0.0772743	0.00529307	0.0599324	0.0212571	0.000641394	0.0162041	0.172935	0.0178123	0.211669	0.0880391	0.170809	0.0110132	0.0322928	0.0568468	1.295511	0.861165	0.138835	1.232531
3276	-61.8134	-76.84095	15.02755	0.0161956	0.016635	0.0194899	0.0447089	0.0202941	0.0466939	0.00515603	0.00273495	0.023022	0.0375354	0.0407209	0.0863855	0.0197343	0.0179106	0.0114199	0.0770848	0.0266025	0.2532581	0.1449889	0.39702	0.637294	0.868875	1.15091	1.56914	2.51877	0.6679492	0.0316121	0.0324696	0.0380421	0.0872668	0.0396119	0.0911412	0.010064	0.00533832	0.0449364	0.0732648	0.0794826	0.168615	0.0385191	0.0349595	0.0222904	0.150461	0.0519251	1.308581	0.873371	0.126629	0.5123242
