Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	muNeo	rate01	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	scale	stationaryDist[1]	stationaryDist[2]	tree_length
360	-61.33715	-77.53467	16.19753	0.00742584	0.00731957	0.0314795	0.00938944	0.0468457	0.00051809	0.0354406	0.0100325	0.00773362	0.02882	0.0188314	0.158412	0.0261097	0.00980823	0.0338299	0.0660209	0.00367136	0.04395093	0.02246924	0.961899	0.981233	0.994107	1.00593	1.01913	1.03961	0.02808845	0.0148017	0.0145899	0.0627472	0.0187157	0.0933761	0.00103269	0.0706426	0.0199974	0.0154152	0.057446	0.037536	0.315758	0.0520436	0.0195504	0.0674322	0.131597	0.00731801	1.432481	0.978025	0.0219755	0.5016884
396	-67.33038	-82.53004	15.19966	0.00228005	0.088051	0.0393761	0.0724205	0.0495523	0.0235714	0.0179347	0.014337	0.046862	0.0489377	0.0185776	0.0276654	0.0115164	0.0362601	0.0779735	0.0623295	0.0365254	0.3010577	0.177203	0.626717	0.796217	0.931373	1.07368	1.25594	1.59562	0.3378615	0.00338201	0.130606	0.0584067	0.107422	0.0735011	0.0349636	0.0266026	0.0212661	0.0695105	0.0725895	0.0275562	0.0410362	0.0170824	0.0537847	0.115658	0.0924537	0.0541783	1.283234	0.849471	0.150529	0.6741706
432	-61.48184	-77.08455	15.60271	0.000280388	0.0239601	0.0492605	0.0196941	0.0411412	0.0099068	0.0400362	0.0393234	0.0114552	0.045523	0.0131506	0.0449404	0.171943	0.0338303	0.0550493	0.0284506	0.0564474	0.06880403	0.03562768	0.488557	0.705153	0.896741	1.11515	1.41813	2.04684	0.5179332	0.000409689	0.0350092	0.071977	0.028776	0.0601134	0.0144753	0.0584988	0.0574574	0.0167378	0.0665159	0.019215	0.0656647	0.251235	0.0494312	0.0804352	0.0415706	0.0824781	1.416555	0.965598	0.034402	0.6843928
468	-65.74429	-79.81497	14.07067	0.000266556	0.0229482	0.000703619	0.0505586	0.0177246	0.0308931	0.00140256	0.0123909	0.0136895	0.0200009	0.0101791	0.0156332	0.0228123	0.0817341	0.0300158	0.0386813	0.00999572	1.044995	1.09423	0.953497	0.977044	0.992781	1.00727	1.0235	1.04877	0.0344319	0.000702146	0.0604488	0.00185343	0.133179	0.0466892	0.0813768	0.00369455	0.0326393	0.03606	0.0526852	0.0268132	0.0411802	0.0600908	0.215299	0.079066	0.101892	0.0263302	0.9859902	0.477503	0.522497	0.3796299
504	-60.99661	-76.68461	15.688	0.0065139	0.010107	0.00909695	0.0240193	0.00853039	0.00656821	0.00681762	0.00119423	0.0376905	0.0972146	0.0472913	0.0339674	0.0765729	0.00768049	0.0167308	0.0121438	0.0192814	0.2153501	0.120668	0.889416	0.944449	0.982327	1.01799	1.05882	1.12433	0.08473624	0.015457	0.0239832	0.0215864	0.056996	0.020242	0.0155859	0.0161777	0.00283381	0.0894368	0.230683	0.112219	0.0806022	0.181702	0.0182252	0.0397009	0.0288164	0.0457532	1.329406	0.892325	0.107675	0.4214209
540	-62.61669	-78.10832	15.49163	0.0186312	0.00675802	0.0187863	0.0303529	0.0451933	0.0682405	0.00577846	0.000848487	0.0124903	0.124861	0.0644848	0.0153289	0.00645653	0.0389212	0.0312471	0.00227183	0.0764641	0.1707335	0.0933344	0.575537	0.763813	0.919378	1.08769	1.30922	1.73751	0.3994612	0.0328526	0.0119165	0.033126	0.0535217	0.0796899	0.120329	0.0101892	0.00149615	0.0220242	0.220169	0.113707	0.0270296	0.0113849	0.0686302	0.0550984	0.00400595	0.13483	1.354782	0.914633	0.0853667	0.567115
576	-64.06419	-78.06031	13.99612	0.00713981	0.00658192	0.00447984	0.0195829	0.0396504	0.0174805	0.00298851	0.000342442	0.0325017	0.0665049	0.0129992	0.00231723	0.0947761	0.0265958	0.0325097	0.00808342	0.00674714	0.7245131	0.5680287	0.366046	0.612541	0.858203	1.16523	1.63254	2.7319	0.7266817	0.0187258	0.0172626	0.0117494	0.0513607	0.103993	0.0458466	0.00783808	0.000898133	0.0852432	0.174425	0.0340935	0.00607748	0.248572	0.0697536	0.0852644	0.0212007	0.017696	1.095285	0.637743	0.362257	0.3812814
612	-60.58628	-76.16386	15.57758	0.0325668	0.0101698	0.00241937	0.047203	0.055374	0.00511297	0.00518168	0.0266387	0.00215345	0.124957	0.141721	0.043068	0.0369066	0.0569683	0.154048	0.0910616	0.0983846	0.08718859	0.04558139	0.654699	0.81336	0.937584	1.06657	1.22947	1.52742	0.3062773	0.0348706	0.0108892	0.00259051	0.050542	0.059291	0.00547465	0.00554823	0.0285231	0.00230578	0.133796	0.151746	0.0461145	0.0395174	0.0609981	0.164945	0.0975032	0.105344	1.405	0.956406	0.0435943	0.9339349
648	-62.27406	-77.97547	15.70141	0.0269675	0.022232	0.0245809	0.0151145	0.0585519	0.00652292	0.0123049	0.0204532	0.039465	0.150722	0.0380827	0.103937	0.229019	0.126154	0.166692	0.0269199	0.0301525	0.02052962	0.01037127	0.895534	0.947612	0.983352	1.01693	1.05528	1.11665	0.07977965	0.0245634	0.0202501	0.0223896	0.0137671	0.0533322	0.00594143	0.011208	0.0186299	0.0359469	0.137285	0.0346878	0.0946711	0.208603	0.114908	0.151832	0.0245201	0.0274645	1.44782	0.989735	0.0102648	1.097871
684	-61.25133	-76.55328	15.30195	0.0243921	0.0193343	0.0102655	0.0623862	0.0159781	0.00931753	0.000205614	0.00488058	0.0273452	0.0650312	0.0142044	0.0151188	0.017196	0.0499648	0.0581052	0.00815224	0.0232943	0.1637398	0.08917027	0.434161	0.665705	0.880779	1.13536	1.50217	2.30329	0.6032844	0.0573699	0.0454741	0.0241444	0.146732	0.0375803	0.0219147	0.000483602	0.0114791	0.0643155	0.152953	0.0334086	0.0355592	0.0404448	0.117517	0.136663	0.019174	0.0547879	1.358847	0.91813	0.0818699	0.4251721
720	-69.29688	-84.0535	14.75663	0.00556018	0.0186658	0.0102279	0.0568927	0.0127737	0.0307303	0.0224442	0.00667154	0.0274096	0.032865	0.00608748	0.00916019	0.00421253	0.00172665	0.00645064	0.0472152	0.05555	0.5275126	0.3582459	0.645736	0.80791	0.935619	1.06881	1.23776	1.54862	0.3162452	0.0156782	0.0526326	0.0288399	0.160422	0.0360184	0.0866512	0.0632866	0.0188119	0.0772877	0.0926706	0.0171651	0.0258293	0.0118782	0.0048687	0.0181891	0.133134	0.156636	1.175373	0.736244	0.263756	0.3546437
756	-73.75122	-86.75007	12.99885	0.00019544	0.0171667	0.0405453	0.151946	0.0833362	0.025906	0.023185	0.0129832	0.00344417	0.0629681	0.0029772	0.00768498	0.0388065	0.00694783	0.00194277	0.0711251	0.0157436	1.318829	1.936119	0.494962	0.709646	0.89852	1.11294	1.40915	2.02036	0.5085155	0.000344749	0.0302814	0.0715207	0.268027	0.147002	0.0456973	0.0408975	0.022902	0.00607541	0.111074	0.00525168	0.0135561	0.0684535	0.0122558	0.00342699	0.125462	0.0277711	0.908527	0.340586	0.659414	0.5669036
792	-61.00556	-76.74983	15.74427	0.0123137	0.0268655	0.0357762	0.0276167	0.0247403	0.00503187	0.00128335	0.0282383	0.00788131	0.0656866	0.0320533	0.0447943	0.00970594	0.0134643	0.0823722	0.140814	0.0232874	0.06941157	0.03595358	0.561284	0.754529	0.915877	1.09185	1.32533	1.78163	0.4175921	0.0211603	0.0461666	0.061479	0.0474575	0.0425145	0.00864695	0.00220535	0.0485257	0.0135435	0.112878	0.0550816	0.0769762	0.016679	0.0231376	0.141551	0.241979	0.0400178	1.41617	0.965294	0.0347058	0.5819249
828	-70.09111	-82.01815	11.92704	0.00860501	0.00550289	0.00480935	0.013879	8.85987e-05	0.00413102	0.0157198	0.00871423	0.00627312	0.00598197	0.0136559	0.0070233	0.0195167	0.0433851	0.00551734	0.0713986	0.00743207	1.361447	2.132081	0.17396	0.426152	0.766357	1.30488	2.34658	5.74846	1.264598	0.0356117	0.0227737	0.0199035	0.0574381	0.000366665	0.0170962	0.0650564	0.0360638	0.0259612	0.0247563	0.0565148	0.0290659	0.0807695	0.179549	0.0228334	0.295483	0.0307576	0.8975524	0.319277	0.680723	0.2416339
864	-72.87617	-86.989	14.11284	0.027872	0.121997	0.082519	0.155541	0.0482606	0.00011208	0.12525	0.11975	0.0392756	0.0542038	0.096454	0.0274273	0.00184437	0.00130067	0.0566103	0.0409901	0.308604	0.656799	0.4889804	0.852851	0.925309	0.976072	1.02451	1.08072	1.17254	0.1150911	0.0213087	0.0932689	0.0630873	0.118914	0.0368961	8.56875e-05	0.0957563	0.0915511	0.0300269	0.0414398	0.0737409	0.0209687	0.00141005	0.000994384	0.0432797	0.0313378	0.235933	1.121553	0.671601	0.328399	1.308012
900	-65.94413	-80.40141	14.45728	0.00711156	0.00100538	0.100875	0.0168219	0.0286405	0.0099031	0.0126829	0.00437263	0.0126496	0.00818554	0.0151931	0.031223	0.0304025	0.00307719	0.0167141	0.0407983	0.0431546	0.4122953	0.2596801	0.303599	0.559135	0.834122	1.19886	1.78848	3.29382	0.8619331	0.0185772	0.00262631	0.26351	0.043943	0.0748165	0.0258695	0.033131	0.0114224	0.0330441	0.0213828	0.0396884	0.0815626	0.0794192	0.00803841	0.0436616	0.106576	0.112731	1.227884	0.793852	0.206148	0.3828105
936	-60.45615	-76.25901	15.80286	0.0051099	0.105014	0.0671156	0.079026	0.026035	0.0286736	0.00478252	0.0144561	0.0426768	0.0366778	0.00154829	0.0881495	0.140175	0.0248	0.0375328	0.319971	0.0251769	0.04093977	0.02089766	0.906523	0.953265	0.985179	1.01504	1.04903	1.10312	0.07096135	0.00488088	0.100307	0.0641076	0.0754842	0.0248681	0.0273884	0.00456817	0.0138082	0.0407641	0.035034	0.00147889	0.0841988	0.133893	0.0236885	0.0358506	0.305631	0.0240485	1.434434	0.97953	0.0204699	1.046921
972	-63.76658	-78.36857	14.60199	0.0393778	0.0633238	0.104822	0.0253867	0.0333941	0.0473158	0.000744231	0.00400589	0.0443212	0.104044	0.0166972	0.0198351	0.159881	0.0854343	0.0808471	0.314259	0.252812	0.3044057	0.1795275	0.746185	0.866936	0.95643	1.04556	1.15349	1.34015	0.2117012	0.0281975	0.0453447	0.0750601	0.0181788	0.0239127	0.0338817	0.000532926	0.00286852	0.0317373	0.0745034	0.0119565	0.0142035	0.114487	0.0611775	0.0578926	0.225033	0.181032	1.281495	0.847797	0.152203	1.3965
1008	-63.01982	-77.05882	14.039	0.00310928	0.075898	0.0320746	0.0684764	0.0342794	0.0388193	0.00837663	0.0118565	0.0112157	0.0859152	0.00305072	0.0638768	0.0745046	0.0582601	0.398904	0.249893	0.0725718	0.5341153	0.3643638	0.543785	0.742963	0.911474	1.09712	1.34596	1.83896	0.4404948	0.00240828	0.0587864	0.0248432	0.053038	0.0265509	0.0300673	0.00648807	0.0091834	0.00868705	0.0665451	0.00236292	0.0494754	0.0577071	0.045125	0.308969	0.193553	0.0562101	1.1725	0.732942	0.267058	1.291082
1044	-67.21941	-81.01432	13.79491	0.0573226	0.00300054	0.00836843	0.101024	0.00845826	0.00207492	0.00380245	0.0315121	0.00670656	0.21702	0.00738008	0.0713184	0.040358	0.00491459	0.0789968	0.148742	0.0323648	0.5884418	0.416874	0.228545	0.486821	0.798849	1.2518	2.05414	4.3755	1.067264	0.0696199	0.00364424	0.0101637	0.122697	0.0102728	0.00252005	0.00461818	0.0382724	0.00814531	0.263577	0.00896333	0.0866183	0.049016	0.00596891	0.0959439	0.180651	0.0393079	1.14938	0.705779	0.294221	0.8233645
1080	-69.34014	-83.53268	14.19254	0.0262045	0.00481555	0.0239862	0.0213931	0.0179882	0.0912527	0.00602969	0.0037202	0.0213757	0.0621704	0.0346487	0.0399933	0.0822338	0.0997579	0.00777444	0.00732816	0.0356191	0.8922974	0.8055387	0.722198	0.853231	0.951687	1.05077	1.17202	1.38466	0.2353266	0.0446953	0.00821358	0.0409118	0.0364888	0.0306814	0.155644	0.0102845	0.00634531	0.0364592	0.10604	0.0590981	0.0682139	0.140261	0.170151	0.0132604	0.0124992	0.0607533	1.035209	0.553851	0.446149	0.5862917
1116	-64.80419	-78.74226	13.93807	0.00360798	0.00586951	0.00790794	0.0405141	0.0074398	0.00971992	0.00589188	0.00198131	0.00492374	0.020113	0.0196084	0.0602629	0.0164344	0.0179151	0.00324736	0.0542685	0.019291	0.9957206	0.9914777	0.769823	0.880223	0.960979	1.04061	1.13608	1.299	0.1891508	0.012067	0.0196307	0.0264482	0.1355	0.0248826	0.0325085	0.0197055	0.00662654	0.0164675	0.0672683	0.0655806	0.20155	0.054965	0.0599173	0.0108609	0.181502	0.0645191	1.001353	0.50214	0.49786	0.2989967
1152	-61.92693	-76.98167	15.05473	0.0025539	0.00861086	0.067253	0.0927101	0.0258707	0.0267115	0.0167083	0.0373385	0.000217694	0.0263161	0.0333201	0.0504549	0.0264858	0.0363729	0.00198803	0.104801	0.0415024	0.4809148	0.3165818	0.819989	0.907745	0.970254	1.03066	1.10163	1.21953	0.1435034	0.00426208	0.0143702	0.112235	0.154719	0.0431743	0.0445774	0.0278837	0.0623123	0.000363298	0.0439176	0.0556062	0.0842014	0.0442008	0.0607008	0.00331772	0.174897	0.0692612	1.19606	0.759543	0.240457	0.5992162
1188	-65.46489	-78.53256	13.06768	0.000352789	0.0330803	0.0242648	0.120729	0.0510236	0.0482631	0.00324484	0.0316865	0.0555425	0.0578716	0.0393536	0.109758	0.00377379	0.00761012	0.0542649	0.327218	0.0678263	1.199139	1.497313	0.578474	0.765712	0.92009	1.08685	1.30597	1.72869	0.3957797	0.000340574	0.031935	0.0234247	0.116549	0.049257	0.0465921	0.0031325	0.0305894	0.0536194	0.0558679	0.037991	0.105958	0.00364313	0.00734664	0.0523861	0.315889	0.0654779	0.9408346	0.40043	0.59957	1.035864
1224	-60.84373	-76.03203	15.18831	0.0396582	0.00120761	0.0541799	0.0589754	0.0303346	0.0238959	0.0104514	0.00639821	0.0268922	0.0788743	0.0143403	0.00907117	0.0851497	0.0196541	0.015802	0.0516106	0.0483572	0.2867979	0.1674046	0.559147	0.753126	0.915345	1.09248	1.3278	1.78844	0.4203512	0.0689884	0.00210073	0.09425	0.102592	0.0527693	0.0415688	0.0181811	0.0111302	0.0467811	0.137208	0.024946	0.01578	0.148124	0.0341897	0.0274887	0.0897805	0.084121	1.290692	0.856601	0.143399	0.5748529
1260	-66.59042	-81.39517	14.80476	0.0517764	0.000379339	0.208317	0.194077	0.00756968	0.00567166	0.0317792	0.0096087	0.0847422	0.081439	0.110138	0.0587872	0.213453	0.0449382	0.0840485	0.0560614	0.00375721	0.3349005	0.2011294	0.836832	0.916791	0.973261	1.02747	1.09076	1.19498	0.1288015	0.0415359	0.000304313	0.167116	0.155692	0.00607253	0.00454991	0.0254938	0.00770827	0.0679817	0.0653318	0.0883547	0.0471602	0.171236	0.0360502	0.0674252	0.0449735	0.0030141	1.265873	0.83255	0.16745	1.246544
1296	-63.6557	-79.5755	15.9198	0.0350592	0.0267298	0.00243459	0.0718223	0.0317449	0.0367793	0.0185986	0.00389754	0.00633191	0.0551611	0.0132491	0.00719774	0.20004	0.00798113	0.0314299	0.00701932	0.023682	0.06735774	0.03485267	0.709697	0.845995	0.949162	1.05356	1.18204	1.40905	0.2479526	0.0605348	0.0461528	0.00420367	0.124011	0.0548121	0.0635048	0.0321132	0.00672966	0.010933	0.0952435	0.0228764	0.0124279	0.345398	0.0137806	0.0542682	0.0121199	0.0408904	1.417472	0.966321	0.0336789	0.5791583
1332	-64.73519	-78.77274	14.03755	0.0256391	0.0115171	0.00206108	0.0327482	0.0149263	0.020936	0.00464838	0.016283	0.0331062	0.0479452	0.0225282	0.0316836	0.0534717	0.0530028	0.0522054	0.0342719	0.0301269	1.014342	1.029101	0.796885	0.89518	0.966044	1.03515	1.11709	1.25489	0.1641688	0.052636	0.0236442	0.00423132	0.0672308	0.0306431	0.0429809	0.00954295	0.0334285	0.0679657	0.0984296	0.0462495	0.0650452	0.109775	0.108813	0.107176	0.0703588	0.0618494	0.9954915	0.492829	0.507171	0.4871009
1368	-65.29392	-80.54771	15.2538	0.0273069	0.10842	0.0247192	0.00198559	0.0142493	0.019721	0.0238203	0.00758429	0.0191012	0.0854065	0.0155375	0.0146364	0.0871095	0.103263	0.181225	0.0264862	0.0956421	0.2700645	0.1561124	0.728979	0.857128	0.953041	1.04927	1.16669	1.37178	0.2285698	0.0318926	0.126628	0.0288703	0.00231903	0.0166422	0.0230328	0.0278205	0.00885794	0.0223089	0.099749	0.0181467	0.0170943	0.101738	0.120604	0.211658	0.0309341	0.111703	1.299555	0.864968	0.135032	0.8562143
1404	-62.75757	-76.97237	14.2148	0.0173608	0.0457128	0.0444156	0.0565527	0.0222441	0.0143969	0.0238323	0.00130418	0.0326752	0.129628	0.0315152	0.029029	0.217659	0.0577217	0.120485	0.00515978	0.00492846	0.8530394	0.7437391	0.83781	0.917314	0.973434	1.02729	1.09014	1.19359	0.1279567	0.0203141	0.053489	0.0519711	0.0661729	0.026028	0.0168459	0.0278864	0.00152603	0.0382336	0.151679	0.0368762	0.0339671	0.254685	0.0675407	0.140981	0.00603751	0.00576683	1.048667	0.57348	0.42652	0.8546209
1440	-66.37559	-81.67596	15.30037	0.00649699	0.0763169	0.0548245	0.0932867	0.00655226	0.0157389	0.00624503	0.0845462	0.0902006	0.195361	0.0354825	0.0130607	0.0237216	0.0403476	0.323309	0.0184561	0.141065	0.06534829	0.0337778	0.633811	0.8006	0.932969	1.07185	1.24906	1.57776	0.3297221	0.00530362	0.062299	0.0447543	0.0761518	0.00534874	0.0128479	0.00509794	0.0690167	0.0736325	0.159477	0.028965	0.0106617	0.0193644	0.0329365	0.263923	0.015066	0.115154	1.418748	0.967326	0.0326741	1.225011
1476	-64.39112	-78.84043	14.44931	0.00409688	0.000734492	0.0201443	0.0222893	0.0252386	0.0161219	0.0250177	0.00546111	0.00456867	0.0968152	0.00544093	0.00465909	0.0267805	0.0198354	0.0076861	0.0173184	0.00466221	0.8051601	0.6738644	0.926941	0.963677	0.988523	1.01161	1.03769	1.07882	0.05485556	0.0133505	0.00239349	0.0656442	0.072634	0.0822452	0.0525365	0.0815252	0.0177961	0.0148879	0.315492	0.0177304	0.0151826	0.0872695	0.0646377	0.0250467	0.0564354	0.0151928	1.065562	0.59742	0.40258	0.3068707
1512	-61.67786	-76.53808	14.86021	0.00031604	0.000620908	0.00303765	0.179051	0.0268822	0.00405438	0.0278347	0.0154543	0.00966857	0.0574133	0.0136502	0.0382883	0.0364423	0.160383	0.00946428	0.0302715	0.0166878	0.6431355	0.4739865	0.974278	0.987372	0.996043	1.00397	1.01279	1.0264	0.01884185	0.000502034	0.000986321	0.00482535	0.284424	0.0427027	0.00644043	0.0442158	0.0245494	0.0153586	0.0912018	0.0216835	0.0608215	0.057889	0.25477	0.0150341	0.0480867	0.0265088	1.127007	0.678432	0.321568	0.6295196
1548	-66.1186	-81.19675	15.07816	0.000340197	0.000815923	0.0436796	0.0182031	0.0382381	0.00124943	0.0466686	0.0929666	0.0086053	0.0352784	0.0295836	0.00384557	0.0750213	0.0483769	0.0191725	0.0161935	0.00827528	0.3364813	0.2022709	0.550819	0.747634	0.913258	1.09498	1.33755	1.81548	0.4312019	0.000699254	0.00167708	0.0897807	0.0374155	0.0785962	0.00256813	0.0959244	0.191087	0.0176877	0.0725126	0.0608072	0.00790433	0.154202	0.0994358	0.0394079	0.0332847	0.0170093	1.265074	0.831759	0.168241	0.4865138
1584	-65.1211	-79.74268	14.62158	0.00354617	0.000332593	0.0169317	0.0612155	0.0142916	0.0668935	0.0441298	0.0189283	0.00624708	0.0459067	0.0131317	0.0663484	0.00509864	0.131296	0.0282207	0.0528145	0.0392281	0.4794335	0.3152993	0.452018	0.67892	0.886198	1.12842	1.47293	2.2123	0.57414	0.00577024	0.000541189	0.0275509	0.0996085	0.023255	0.108848	0.0718071	0.0307998	0.0101651	0.0746983	0.0213676	0.107961	0.00829639	0.213642	0.0459201	0.0859386	0.0638311	1.19673	0.760283	0.239717	0.6145612
